1748.0,0.0
1748.25,0.0
1748.5,0.0
1748.75,0.0
1749.0,63.53
1749.25,74.73
1749.5,79.0
1749.75,106.43
1750.0,79.47
1750.25,92.77
1750.5,93.2
1750.75,68.13
1751.0,52.93
1751.25,55.93
1751.5,49.87
1751.75,31.9
1752.0,52.0
1752.25,52.87
1752.5,44.93
1752.75,41.4
1753.0,40.57
1753.25,35.23
1753.5,29.67
1753.75,17.23
1754.0,1.57
1754.25,20.37
1754.5,13.1
1754.75,13.83
1755.0,9.4
1755.25,2.17
1755.5,9.87
1755.75,16.83
1756.0,8.33
1756.25,11.6
1756.5,7.27
1756.75,13.57
1757.0,20.5
1757.25,26.97
1757.5,38.67
1757.75,43.57
1758.0,46.2
1758.25,54.57
1758.5,48.4
1758.75,41.23
1759.0,46.37
1759.25,48.67
1759.5,66.5
1759.75,54.33
1760.0,67.17
1760.25,59.53
1760.5,67.63
1760.75,57.1
1761.0,80.57
1761.25,92.73
1761.5,95.3
1761.75,74.8
1762.0,54.1
1762.25,59.07
1762.5,56.67
1762.75,74.77
1763.0,40.87
1763.25,33.8
1763.5,49.6
1763.75,56.2
1764.0,53.2
1764.25,36.23
1764.5,29.4
1764.75,26.57
1765.0,25.0
1765.25,20.73
1765.5,24.23
1765.75,13.67
1766.0,19.87
1766.25,11.93
1766.5,3.87
1766.75,9.97
1767.0,33.47
1767.25,32.0
1767.5,35.13
1767.75,50.7
1768.0,55.3
1768.25,65.93
1768.5,64.73
1768.75,93.4
1769.0,67.47
1769.25,88.23
1769.5,129.23
1769.75,139.43
1770.0,108.87
1770.25,68.13
1770.5,113.5
1770.75,112.7
1771.0,42.97
1771.25,112.37
1771.5,75.87
1771.75,95.13
1772.0,74.27
1772.25,62.4
1772.5,61.33
1772.75,67.97
1773.0,44.93
1773.25,34.13
1773.5,23.23
1773.75,36.8
1774.0,55.97
1774.25,41.2
1774.5,10.67
1774.75,14.63
1775.0,5.33
1775.25,9.13
1775.5,4.03
1775.75,9.53
1776.0,13.2
1776.25,17.33
1776.5,13.73
1776.75,35.0
1777.0,40.17
1777.25,85.5
1777.5,107.73
1777.75,136.6
1778.0,140.2
1778.25,185.17
1778.5,154.9
1778.75,137.2
1779.0,132.8
1779.25,132.9
1779.5,122.0
1779.75,116.0
1780.0,88.67
1780.25,96.73
1780.5,88.57
1780.75,65.23
1781.0,75.47
1781.25,90.23
1781.5,63.5
1781.75,43.17
1782.0,42.83
1782.25,44.43
1782.5,38.33
1782.75,28.23
1783.0,31.13
1783.25,25.5
1783.5,23.4
1783.75,11.17
1784.0,10.67
1784.25,8.33
1784.5,8.67
1784.75,13.0
1785.0,7.83
1785.25,20.9
1785.5,29.43
1785.75,38.23
1786.0,44.17
1786.25,78.9
1786.5,94.73
1786.75,113.67
1787.0,109.37
1787.25,120.4
1787.5,140.83
1787.75,157.5
1788.0,136.83
1788.25,125.23
1788.5,139.5
1788.75,122.07
1789.0,119.77
1789.25,122.27
1789.5,110.67
1789.75,119.73
1790.0,108.93
1790.25,92.67
1790.5,77.87
1790.75,80.1
1791.0,69.57
1791.25,71.7
1791.5,60.17
1791.75,64.9
1792.0,61.67
1792.25,66.23
1792.5,54.93
1792.75,57.33
1793.0,55.5
1793.25,52.1
1793.5,34.43
1793.75,45.57
1794.0,42.33
1794.25,41.87
1794.5,30.7
1794.75,49.1
1795.0,24.63
1795.25,22.23
1795.5,17.37
1795.75,20.83
1796.0,20.5
1796.25,19.8
1796.5,15.6
1796.75,8.17
1797.0,7.53
1797.25,7.47
1797.5,5.33
1797.75,5.23
1798.0,6.13
1798.25,0.37
1798.5,1.8
1798.75,7.97
1799.0,11.97
1799.25,9.07
1799.5,0.7
1799.75,5.3
1800.0,10.03
1800.25,9.57
1800.5,17.33
1800.75,20.97
1801.0,28.67
1801.25,31.4
1801.5,35.73
1801.75,40.2
1802.0,45.2
1802.25,44.0
1802.5,49.93
1802.75,41.0
1803.0,43.43
1803.25,35.1
1803.5,42.57
1803.75,51.1
1804.0,47.2
1804.25,39.6
1804.5,41.97
1804.75,61.1
1805.0,52.17
1805.25,39.0
1805.5,41.57
1805.75,36.23
1806.0,33.77
1806.25,26.57
1806.5,26.77
1806.75,25.33
1807.0,11.27
1807.25,15.27
1807.5,10.13
1807.75,3.53
1808.0,1.5
1808.25,13.1
1808.5,8.8
1808.75,9.17
1809.0,5.77
1809.25,4.07
1809.5,0.3
1809.75,0.0
1810.0,0.0
1810.25,0.0
1810.5,0.0
1810.75,0.0
1811.0,0.0
1811.25,0.0
1811.5,3.0
1811.75,2.67
1812.0,4.63
1812.25,0.77
1812.5,7.1
1812.75,7.3
1813.0,4.07
1813.25,11.1
1813.5,14.0
1813.75,19.6
1814.0,13.3
1814.25,14.83
1814.5,9.63
1814.75,17.97
1815.0,25.87
1815.25,32.43
1815.5,38.07
1815.75,45.23
1816.0,56.27
1816.25,48.9
1816.5,36.6
1816.75,41.47
1817.0,63.5
1817.25,29.2
1817.5,43.9
1817.75,27.63
1818.0,27.57
1818.25,41.33
1818.5,28.53
1818.75,22.77
1819.0,19.07
1819.25,24.93
1819.5,24.13
1819.75,27.73
1820.0,16.77
1820.25,19.83
1820.5,17.23
1820.75,8.63
1821.0,10.47
1821.25,4.23
1821.5,3.9
1821.75,7.8
1822.0,5.67
1822.25,6.87
1822.5,3.33
1822.75,0.13
1823.0,0.2
